unit,airpol,airemsect,geo\time	2013 	2012 	2011 	2010 	2009 	2008 	2007 	2006 	2005 	2004 	2003 	2002 	2001 	2000 	1999 	1998 	1997 	1996 	1995 	1994 	1993 	1992 	1991 	1990 	1989 	1988 	1987 	1986 	1985 
MIO_T,GHG,CRF_6,BE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,BG	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
MIO_T,GHG,CRF_6,CZ	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,DE	0.01192 	0.01192 	0.0149 	0.0149 	0.01192 	0.01788 	0.01788 	0.02086 	0.01788 	0.02086 	0.01788 	0.01192 	0.0149 	0.01788 	0.0149 	0.0149 	0.01788 	0.0149 	0.01788 	0.02384 	0.02384 	0.02384 	0.02682 	0.02682 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,DK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,EE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,EL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,ES	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,EU15	0.01192 	0.01192 	0.0149 	0.0149 	0.01192 	0.01788 	0.01788 	0.02086 	0.01788 	0.02086 	0.01788 	0.01192 	0.0149 	0.01788 	0.0149 	0.0149 	0.01788 	0.0149 	0.01788 	0.02384 	0.02384 	0.02384 	0.02682 	0.02682 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,EU28	0.01192 	0.01192 	0.0149 	0.0149 	0.01192 	0.01788 	0.01788 	0.02086 	0.01788 	0.02086 	0.01788 	0.01192 	0.0149 	0.01788 	0.0149 	0.0149 	0.01788 	0.0149 	0.01788 	0.02384 	0.02384 	0.02384 	0.02682 	0.02682 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,FI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,HU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 
MIO_T,GHG,CRF_6,IE	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,IS	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,IT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,LT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,LU	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,LV	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,MT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,NL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,PL	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 
MIO_T,GHG,CRF_6,PT	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
MIO_T,GHG,CRF_6,SI	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 
MIO_T,GHG,CRF_6,SK	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	0 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,AT	55094.58 	55471.5 	57742.38 	60072.49 	57081.56 	60235.01 	60719.67 	64029.04 	67374.28 	66970.25 	66696.18 	60776.8 	59541.95 	55304.34 	55755.44 	56964.59 	57153.5 	58636.27 	54438.96 	51956.95 	52308.77 	52016.4 	56592.38 	52905.6 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,BE	87682.17 	88119.6 	89872.27 	99153.27 	94430.35 	101536.68 	99256.49 	102243.35 	105069.07 	107605.9 	107219.39 	105924.6 	105992.41 	105527.48 	104660.7 	110018.74 	105637.29 	111559.72 	107206.37 	107212.12 	105117.66 	105167.15 	106766.61 	104119.94 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,BG	41122.51 	46829.04 	51641.57 	46500.47 	44458.77 	50161.99 	51044.53 	47440.37 	46411.21 	45637.87 	47234.48 	43441.18 	45541.46 	41933.6 	43455.07 	49466.98 	50305.86 	52904.96 	52204.33 	52155.91 	55330.3 	55067.11 	57298.69 	75111.91 	82519.09 	82905.9 	: 	: 	: 
THS_T,GHG,CRF_1,CY	5742.74 	6716.6 	7230.17 	7511.37 	7743.94 	7823.71 	7656.87 	7331.01 	7152.33 	6970.82 	6806.15 	6415.92 	6257.35 	6368.76 	6125.85 	5875.84 	5533.49 	5374.8 	5119.48 	5215.74 	5004.02 	4825.82 	4495.05 	3953.13 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,CZ	100876.57 	105069.02 	109201.85 	110727.68 	109681.39 	115308.9 	119972.53 	119818.79 	119132.44 	119716.75 	119863.72 	117199.66 	120354.31 	120169.81 	111752.79 	118215.63 	123670.88 	128143.87 	126404.83 	125394.25 	133253.99 	138488.7 	143943.16 	157253.8 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,DE	813439.22 	790281.29 	782861.54 	804207.87 	764675.18 	822662.83 	817163.21 	844150.24 	834623.37 	854523.89 	872078.51 	876716.16 	893043.92 	873037.05 	874950.89 	899262.38 	908886.42 	939847.59 	918693.1 	920509.13 	942838.61 	951866.79 	1000478.64 	1037164.78 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,DK	41004.96 	39190.51 	43818.73 	49037.93 	48564.45 	50583.9 	53844.31 	58676.03 	50781.55 	54467.93 	60029.58 	54799.44 	55223.74 	53528.58 	57995.11 	60415.26 	64504.97 	73990.94 	60583.79 	63649.69 	59599.22 	57265.03 	63084.71 	52396.83 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,EE	19054.27 	16856.11 	18232.23 	17745.61 	14102.96 	16700.37 	18217.02 	15329.55 	15967.99 	16675.4 	16563.37 	14803.4 	15091.01 	14741.9 	15093.02 	16195.72 	17850.44 	18342.05 	17594.4 	19230.25 	18631.17 	23813.11 	32949.42 	35947.08 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,EL	78953.27 	87388.23 	91461.66 	92760.44 	99924 	104374.82 	107630.14 	105177.88 	106440.78 	103388.23 	102894.09 	99005.61 	99181.48 	96742.4 	91945.6 	92483.28 	87755.24 	83221.3 	81003.18 	80938.49 	78713.57 	79075.96 	77063.8 	76914.7 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,ES	239843.27 	265803.06 	268772.38 	266359.38 	280653.25 	315152.89 	342619.62 	335228.45 	344891.46 	330373.23 	313806.24 	310173.73 	290815.3 	290799.27 	278219.69 	255846.87 	249001.29 	237030.79 	249132.35 	235501.06 	225234 	233407.63 	222760.47 	212351.13 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,EU15	2831859.39 	2884890.71 	2905395.59 	3051965.37 	2972596.88 	3202120.3 	3261633.56 	3326918.2 	3340102.12 	3365243.54 	3370137.61 	3315022.82 	3324444.15 	3265029.53 	3247566.35 	3273018.55 	3232111.48 	3303295.71 	3225343.29 	3189560.35 	3209445.53 	3258702.1 	3329362.71 	3294280.68 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,EU28	3524113.34 	3604017.01 	3650153.24 	3798118.91 	3696061.63 	3975545.43 	4050071.64 	4115216.85 	4114609.51 	4141603.7 	4150468.29 	4066461.6 	4093254.68 	4017863.09 	4009462.96 	4074948.8 	4091690.6 	4191684.65 	4087627.98 	4049513.13 	4097459.6 	4171933.75 	4311209.39 	4356201.68 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,FI	48358.52 	47617.67 	52922.22 	60043.13 	52375.47 	54419.22 	62651.63 	64770.89 	53609.77 	65386.21 	69286.82 	61736.42 	59137.92 	53933.07 	55615.98 	56222.82 	59541.32 	61121.57 	55372.16 	58838.34 	53561.05 	51603.41 	52232.04 	53586.29 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,FR	351118.12 	349923.91 	346325.68 	372763.03 	364754.06 	380701.7 	386145.34 	396193.68 	405896.23 	402403.59 	402938.33 	394377.23 	399745.91 	399366.81 	403547.28 	412775.69 	391835.39 	399605.39 	386152.74 	379909.99 	381693.14 	402273.84 	410543.68 	384769.95 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,HR	18122.71 	18685.67 	20559.37 	21035.31 	21894.64 	23119.75 	24365.81 	23160.52 	22953.63 	22647.89 	23220.31 	21888.91 	20737.32 	19739.09 	20371.09 	19928.93 	19274.66 	18381.27 	17858.17 	17071.15 	18279.75 	17387.43 	18377.4 	24902.63 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,HU	41140.72 	43391.9 	46875.09 	48685.19 	48174.32 	52965.92 	53579.78 	55092.07 	55768.72 	56354.07 	58277.63 	55422.95 	56328.43 	54419.55 	58170.26 	57676.68 	58001.38 	58895.84 	57002.36 	57706.24 	60282.15 	59500.87 	66600.12 	68068.96 	72523.74 	74687.74 	78774.63 	78224.31 	79450.32 
THS_T,GHG,CRF_1,IE	35737.69 	36950.03 	36879.6 	40359.13 	40731.28 	45210.74 	45115.66 	45152.07 	45648.99 	43826.37 	44034.48 	43402.57 	44626.25 	42525.09 	40226.9 	38811.75 	36604.37 	35498.12 	33892.07 	32984.75 	32020.26 	31849.67 	31963.11 	31117.76 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,IS	1636.57 	1675.35 	1725.76 	1813.43 	1962.25 	2028.12 	2138.4 	2043.6 	2010.71 	2028.29 	2007.5 	2007.8 	1936.88 	1990.65 	2038.51 	1978.18 	2004.83 	1995.71 	1905.27 	1869.25 	1912.92 	1836.96 	1707.19 	1736.46 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,IT	357386.84 	384875.29 	407597.72 	419574.53 	409609.82 	453716.07 	461591.75 	470499.48 	475483 	478023.53 	475808.17 	460770.09 	458395.39 	453535.52 	450810.46 	445469.58 	434257.64 	430301.74 	434689.36 	410315.91 	417161.15 	420680.47 	421601.47 	421288.49 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,LT	11388.75 	11967.48 	11963.2 	12809.31 	11920.26 	13137.31 	13270.24 	13042.45 	12887.7 	12191.03 	11571.58 	11567.35 	11489.17 	10855.37 	12412.24 	14771.45 	14065.05 	14522.82 	14041.02 	15002.24 	15950.43 	19824.57 	35104.43 	33022.87 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,LU	9804.68 	10397.23 	10671 	10843.78 	10286.8 	10754.94 	10911.98 	11510.39 	11724.79 	11470.42 	10073.79 	9523.8 	8724 	8132.14 	7468.07 	7160.31 	7885.07 	8448.46 	8326.02 	10308.12 	11028.62 	10890.76 	11029.57 	10410.7 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,LV	7185.09 	7290.72 	7589.42 	8452.79 	7699.6 	8405.16 	8852.18 	8532.88 	8111.14 	8005.95 	7973.21 	7820.23 	7817.48 	7383.68 	8001.91 	8637.88 	9050.72 	9614.55 	9546.94 	10797.79 	12355.03 	14461.67 	17744.53 	19258.46 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,MT	2429.03 	2811.56 	2675.34 	2635.12 	2634.07 	2713.13 	2748.49 	2672.79 	2704.08 	2637.57 	2681.92 	2507.24 	2491.8 	2371.39 	2364.69 	2276.84 	2266.95 	2275.42 	2226.44 	2267.87 	2198.78 	2160.1 	2054.62 	1878.33 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,NL	162296.81 	162661.51 	165385.97 	178955.41 	167748.68 	172302.58 	168077.95 	168081.51 	171339.91 	176214.64 	174914.73 	171647.54 	171435.56 	165113.32 	162863.84 	168709.51 	166885.09 	174235.85 	166406.44 	162411.01 	163121.54 	158335.36 	159664 	154602.58 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,PL	323470.71 	327734.72 	332755.32 	338562.43 	318421.23 	329833.73 	336303.38 	339722.69 	328523.4 	328765.16 	325444.38 	314258.63 	322624.91 	322702.24 	336225.23 	344976.27 	376404.4 	387356.19 	372445.51 	371703.39 	378288.32 	376329.65 	386344.92 	386536.68 	461231.72 	483466.81 	: 	: 	: 
THS_T,GHG,CRF_1,PT	44473.76 	46426.27 	48075.74 	48936.23 	53987.86 	55040.97 	56677.89 	59765.01 	64396.11 	61808.24 	59825.67 	64875.35 	61193.87 	60770.16 	62325.61 	54872.51 	50381.3 	47752.61 	50408.78 	46870.67 	46212.82 	47467.92 	42926.62 	41388.39 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,RO	76996.22 	86548.74 	87742.85 	82774.11 	88665.43 	100689.24 	101788.31 	104084.04 	102029.51 	104580.93 	108446.36 	104586.62 	105463.8 	100585.82 	95439.62 	110109.62 	127743.45 	137312.75 	133456.44 	129939.22 	132508.31 	142056.36 	153396.33 	185004.71 	220008.16 	: 	: 	: 	: 
THS_T,GHG,CRF_1,SE	40713.82 	42338.69 	44745.29 	48684.17 	44521.24 	46371.51 	48118.17 	49275.03 	49381.01 	51728.2 	52895.75 	51945.59 	51145.14 	50261.08 	51732.81 	54721.82 	54208.48 	59285.87 	55005.75 	55833.37 	53730.15 	53904.13 	53803.75 	53215.22 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,SI	14878.21 	15622.18 	16175.33 	16165.99 	16092.22 	17697.67 	16684.99 	16575.73 	16396.75 	16174.2 	15838.38 	16110.55 	16043.95 	15183.83 	15091.36 	15777.8 	16075.4 	15740.89 	15024.45 	14336.7 	14134.92 	13632.52 	13623.09 	14515.76 	15230.23 	15274.69 	15625.42 	16214.21 	: 
THS_T,GHG,CRF_1,SK	29846.42 	29602.56 	32115.92 	32548.16 	31975.94 	34868.23 	33953.97 	35495.76 	36468.49 	36002.54 	36409.18 	35416.15 	38569.56 	36378.53 	37393.49 	38020.61 	39336.42 	39523.52 	39360.33 	39132.02 	41796.9 	45683.76 	49914.91 	56466.69 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1,UK	465951.67 	477445.92 	458263.43 	500214.58 	483252.87 	529056.44 	541109.75 	552165.16 	553441.8 	557052.92 	557635.85 	549347.89 	566241.3 	556453.22 	549447.98 	559283.45 	557574.11 	582759.48 	564032.22 	572320.75 	587104.98 	602897.58 	618851.86 	608048.34 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,AT	74621.03 	73776.93 	76143.12 	78621.27 	75343.83 	82009.28 	80991.21 	83907.23 	81353.72 	81849.22 	86567.68 	71161.71 	64497.47 	63236.29 	59579.3 	63368.99 	62196.4 	71084.5 	65337.75 	63145.41 	62633.24 	62900.9 	64711.21 	65641.64 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,BE	115667.08 	115378.74 	119269.73 	129519.61 	122093.22 	135078.57 	132537.41 	136890.26 	141957.11 	146096.85 	144496.41 	144116.7 	146041.78 	147579.13 	146129.22 	152422.89 	147089.22 	156322.21 	152140.42 	150063.9 	144504.32 	145300.57 	146676.98 	144782.61 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,BG	46568.72 	52036.14 	57114.84 	51866.02 	49566.5 	58660.8 	59752.02 	56116.28 	55298.43 	54918.23 	56393.39 	51450.22 	54065.64 	49911.89 	50977.42 	57719.96 	62127.32 	65701.3 	63316.96 	62677.42 	66630.97 	68204.5 	73109.74 	95237.15 	104805.25 	107231.1 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,CY	7673.14 	8491.42 	9054.78 	9284.26 	9554.34 	9743.35 	9609.72 	9179.75 	8948.58 	8701 	8428.18 	8010.37 	7792.91 	7909.63 	7562.94 	7323.12 	6980.28 	6881.05 	6507.13 	6582.83 	6323.14 	5901.61 	5452.32 	4946.78 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,CZ	120402.15 	123560.41 	127625.63 	130330.63 	127650.88 	137456.38 	145724.8 	142124.52 	137987.47 	140258.24 	139836.5 	134850.49 	138166.81 	138968.89 	130075.57 	139266.93 	146085.83 	148365.22 	146700.29 	146423.65 	151274.45 	158569.04 	165639.37 	187036.19 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,DE	934978.99 	912347.09 	905616.09 	924995.07 	888910.19 	955688.98 	960301.06 	987631.99 	980493.62 	1008162.72 	1028140.5 	1033240.2 	1018888.37 	1005041.89 	1007858.21 	1041861.94 	1067636.46 	1103854.78 	1085984.43 	1089773.88 	1111712.77 	1120386.43 	1171183.19 	1215336.58 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,DK	56974.19 	54869.74 	58192.75 	65486.4 	72865.73 	64806.17 	72711.41 	80462.86 	71585.95 	75944.6 	82313.74 	78884.91 	77665.72 	74545.69 	80228.35 	80994.31 	85975.97 	93932.85 	82253.5 	86279.26 	80504.8 	82159.88 	85608.81 	76040.05 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,EE	21411.12 	17944.74 	17322.36 	14970.68 	10014.93 	12024.91 	13520.72 	11488.66 	13498.77 	16306.17 	18973.15 	20210.22 	21565.26 	18010.2 	13414.69 	11292.98 	11811.87 	11666.5 	10747.72 	13072.4 	12101.35 	19416.83 	29184.57 	32392.66 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,EL	101791.95 	109804.56 	113227.63 	116363.65 	122357.85 	128944.57 	134212.06 	129869.77 	133679.17 	129960.16 	129574.73 	125795.66 	126381.79 	125982.6 	122082.29 	122801.33 	117313.5 	111575.33 	108166.38 	106020.59 	102765.97 	103745.24 	102508.59 	102622.01 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,ES	287954.1 	314961.29 	321415.11 	323053.85 	335579.49 	373290.01 	406659.36 	400723.93 	408425.76 	394460.75 	381052.73 	372260.2 	354790.12 	358323.95 	343685.61 	318335.29 	310183.43 	298426.57 	306332.58 	291895.86 	277011.36 	286757.13 	276735.95 	267205.19 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,EU15	3373392 	3434952.51 	3472488.18 	3626890.92 	3532671.61 	3817554.22 	3936008.92 	3985230.2 	4029236.03 	4067764.57 	4106568.89 	4031084.56 	4023603.09 	4010867.75 	3986206.13 	4061934.78 	4042819.17 	4112516.59 	4052275.5 	4010930.95 	4023578.45 	4075709.37 	4147167.48 	4154655.71 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,EU28	4158830.79 	4250374.61 	4314550.44 	4471947.5 	4347090.73 	4704190.31 	4854236.66 	4860996.97 	4903304.13 	4944709.96 	4989031.42 	4888252.56 	4896842.62 	4866064.79 	4829932.89 	4953747.79 	5017788.15 	5115756.46 	5040178 	5000423.27 	5038102.08 	5139027.81 	5285669.08 	5420569.46 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,FI	42609.18 	34492.4 	41848.37 	49028.45 	28015.85 	44214.24 	50838.04 	44684.94 	39683.54 	52609.27 	57822.49 	50892.53 	48945.81 	45465.68 	49225.01 	52783.69 	54740.36 	52909.21 	56146.44 	58694.89 	46174.82 	44675.59 	39996.2 	55267.09 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,FR	443517.88 	440634.59 	445654.8 	476977.49 	462255.43 	477126.98 	482839.9 	491741.17 	505743.27 	504801.62 	507425.92 	505219.04 	513932.59 	520816.06 	516059.74 	528758.83 	516184.7 	523113.51 	511501.44 	505192.13 	503650.78 	531649.04 	538855.54 	511751.87 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,HR	19367.59 	20468.71 	22531.52 	22065.71 	22559.06 	24722.21 	26092.44 	24200.23 	23732.64 	23727.54 	23484.09 	21788.53 	20934.36 	19876.99 	19687.62 	18961.59 	18790.5 	16896.47 	16159.59 	16248.71 	17410.09 	17791.26 	20046.94 	29579.31 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,HU	53990.26 	55681.36 	60220.18 	61468.95 	61219.77 	66183.37 	69389.74 	71482.99 	70360.89 	72994.12 	73178.56 	72472.32 	73302.87 	72787.31 	75183.33 	72466.34 	74027.46 	76017.03 	69827.68 	70892.59 	72604.18 	74274.36 	84774.21 	90913.2 	98841.06 	100792.84 	105512.57 	105411.59 	109953.31 
THS_T,GHG,CRF_1-6X1D,IE	62627.98 	65143.67 	65684.59 	67186.28 	65149.43 	73309.93 	74406.24 	75770.31 	74764.87 	73861.32 	78194.84 	77121.29 	80380.69 	74846.54 	71424.79 	70423.85 	67726.41 	69747.39 	66541.3 	63828.33 	63814.92 	62484.85 	62347.92 	61196.73 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,IS	16431.55 	16478.06 	16435.08 	16654.7 	16891.4 	17252.19 	16744.24 	16381.22 	15678.4 	15717.18 	15652.17 	15682.95 	15641.29 	15680.56 	15651.96 	15391.78 	15246.6 	15125.38 	15025.48 	15012.24 	15066.67 	15017.68 	15173.32 	15343.89 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,IT	403185.93 	448114.69 	465828.52 	472283.31 	467772.75 	520238.89 	551818.07 	537183.35 	547588.78 	551265.77 	553071.07 	530410.74 	534420.55 	535440.46 	528818.06 	531278.42 	517083.34 	502086.68 	509106.68 	487319.08 	508904.53 	500409.58 	502183.23 	515618.76 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,LT	9982.12 	12322.09 	10264.41 	9698.05 	8993.84 	15147.84 	20668.32 	17654.37 	18012.23 	15074.14 	11494.72 	16716.45 	8473.89 	10425.88 	13910.52 	16582.61 	23884.98 	26025.3 	19441.2 	18690.73 	19215.05 	26066.15 	45771.39 	43935.23 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,LU	10695.71 	11301.4 	11662.9 	11830.94 	11251.89 	11817.19 	12142.11 	12726.84 	12782.14 	12540.23 	11029.98 	10572.58 	9766.69 	9313.4 	8695.2 	8466.9 	9096.49 	9811.67 	9913.11 	12340.91 	13006.25 	13007.86 	13594.89 	13218.55 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,LV	10765.95 	10549.81 	11642.5 	12778.46 	9625.27 	6759.39 	7567.4 	6453.24 	6941.58 	6399.79 	4933.33 	4286.98 	2826.03 	3016.55 	6461.99 	3940.57 	3576.33 	2479.16 	3111.38 	3479.14 	6171.63 	8975.77 	15063.89 	17284.87 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,MT	2785.47 	3168.43 	3074.72 	3022.53 	2996.17 	3048.98 	3071.34 	2974.61 	2952.32 	2862.61 	2891.16 	2715.11 	2694.86 	2570.68 	2542.48 	2455.94 	2457.43 	2455.11 	2411.39 	2437.1 	2353.74 	2300.85 	2182.75 	1997.76 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,NL	202043.55 	202443.58 	206083.59 	219714.98 	208542.04 	213551.78 	214139.74 	215399.79 	219377.71 	225446.61 	224813.25 	224630.05 	225874.53 	225162.63 	225875.18 	239717.39 	238957.89 	245578.5 	236939.95 	234569.28 	234423.23 	229133.3 	230153.08 	225148.28 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,PL	357304.53 	364306.67 	370112.09 	379924.1 	358105.34 	374709.21 	381590.96 	352698.54 	353914.31 	353003.16 	360432.08 	348163.41 	367619.22 	361856.67 	358199.57 	376642.06 	415690.76 	425418.24 	429942.65 	439363.6 	444907.11 	452630.12 	443523.87 	447884.19 	540006.98 	566454.17 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,PT	55681.89 	56801.04 	55255.25 	58947.63 	61055.44 	63925.06 	67627.68 	73720.64 	88245.81 	77306.3 	84084.69 	78712.82 	74078.86 	77621.85 	76621.92 	69688.91 	62372.83 	60285.71 	66597.41 	61620.34 	61166.46 	63651.41 	64092.63 	62208.46 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,RO	85989.86 	96358.43 	98032.77 	93527.93 	100124.54 	117908.64 	123198.33 	123665.75 	122335.58 	126491.35 	127134.31 	121632.75 	118634.47 	115304.52 	109627.9 	127257.95 	149092.25 	161381.6 	158089.14 	150650.5 	155239.02 	165212.26 	183557.84 	232837.19 	281702.91 	-7738.39 	-8272.68 	-8031.23 	-7944.46 
THS_T,GHG,CRF_1-6X1D,SE	14222.71 	14295.28 	21940.27 	21174.47 	14536.69 	18120.99 	19342.25 	26057.69 	28543.27 	29091.56 	28639.37 	25599.17 	24217.76 	26550.08 	29086.57 	29486.54 	31379.57 	33833.01 	36574.75 	35820.06 	37987.69 	34018.99 	31905.84 	30932.59 	: 	: 	: 	: 	: 
THS_T,GHG,CRF_1-6X1D,SI	13419.98 	14143.49 	14689.07 	14606.28 	14509.77 	16421.49 	15247.33 	13521.14 	13307.48 	13012.24 	12831.72 	13049.58 	12939.37 	13338.54 	13130.31 	13744.01 	14064.07 	13584 	15636.64 	14893.84 	14539.63 	14319.44 	14177.08 	15374.19 	15846.26 	15879.13 	16122.84 	16654.48 	: 
